Winery Name,Winery Description,Website,Winery Location,Phone #,Trade Show Location,Product 1 Name,Product 1 Description,Product 2 Name,Product 2 Description,Product 3 Name,Product 3 Description,Product 4 Name,Product 4 Description,Product 5 Name,Product 5 Description,Product 6 Name,Product 6 Description,Product 7 Name,Product 7 Description,Product 8 Name,Product 8 Description,Product 9 Name,Product 9 Description,Product 10 Name,Product 10 Description
TENOIRA - ORGANIC WINES,"Tenoira is a family winery in the heart of El Bierzo. In 1994, motivated by the conviction that El Bierzo has unique natural characteristics for vine-growing, they bought an old, completely abandoned vineyard. This was transformed into a grazing area and for six years it was used as a free pasture for their cows, so that cattle farming, to which they had devoted their whole lives, could be added to the project. Tenoira brand wines are made with quality grapes from its 23 hectares of vineyards growing the Mencía and Godello varieties. The vines are between 22 and 60 years old and the wines are produced with maximum control of all production phases, applying new viticulture techniques. The greatest possible respect is shown to the environment and the excellent properties of the grape varieties from a single 18-hectare plot called Paraje de La Padorniña.",https://www.tenoiragayoso.com,"EL GUINDALEDO S/N, 24500, VILLAFRANCA DEL BIERZO , Spain",,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 470",PADORNIÑA GODELLO PARAJE WINE ORGANIC,"La Padorniña Godello Sur Lie – Organic is a distinctive and elegant white wine that reflects the character of its unique origin in La Padorniña, a singular vineyard site located in Villafranca del Bierzo. Produced in a limited edition of 6,000 bottles, this wine is crafted exclusively from estate-grown, organically farmed Godello grapes, harvested only during the coolest hours of the day to preserve freshness and aromatic purity. The vineyards are planted on clay-rich hillside soils with a southwest orientation at an altitude of 550 metres, and feature 22-year-old vines. A privileged microclimate with both continental and Atlantic influences contributes to the wine’s balance between structure, freshness and expressive complexity. In the winery, the grapes undergo several hours of maceration before the extraction of the free-run juice (mosto yema), without pressing. Fermentation takes place at controlled temperatures, followed by an extended eight-month ageing on fine lees",TENOIRA GODELLO ECOLOGICO,"Tenoira Godello Organic is an authentic and refined expression of the Godello grape’s full potential when grown at altitude. Produced in a limited run of just 5,000 bottles, this young white wine is made exclusively from estate-grown grapes certified in organic viticulture. The vineyards are located on clay-rich slopes with a southwest orientation at 550 meters above sea level, planted with 22-year-old vines and shaped by a distinctive microclimate influenced by both continental and Atlantic conditions, which lends the wine natural freshness and complexity. The winemaking philosophy combines precision with respect for the fruit: a low-temperature pre-fermentation maceration enhances aromatic expression, followed by temperature-controlled fermentation and two months of ageing on fine lees, adding texture and elegance while preserving vibrancy. In the glass, it shows a bright yellow colour with golden highlights. The nose is intense and expressive, offering a wide range of fruit aromas",TENOIRA MENCIA ECOLOGICO,"TENOIRA MENCÍA ORGANIC is a limited-production red wine —25,000 bottles— that authentically expresses the character of the Mencía grape variety and the unique environment from which it originates. The grapes come exclusively from our own estate, located at an altitude of 550 meters, on clay soils with rounded stones, a type of terrain that promotes balanced water retention and contributes complexity and structure to the wine. The vines, with an average age of 22 years, benefit from a microclimate influenced by both continental and Atlantic conditions, allowing for slow, harmonious ripening that preserves freshness and aromatic intensity. Produced using organic farming practices, Tenoira Mencía Organic is vinified through temperature-controlled fermentation in stainless steel tanks, ensuring the preservation of pure fruit expression and varietal character. After fermentation, the wine undergoes four months of aging in oak barrels, adding elegance, subtlety, and complexity.",,,,,,,,,,,,,,
TENTENUBLO WINES,"Roberto Oliván, 40 years old, from Viñaspre (Álava), starts the Tentenublo project Wines in 2011 with the sole objective of making a living from viticulture and to revalue his family's wine farm. To this end, after years of sell the production to large firms, decides to follow the path of the Producer-harvester and putting an end to the mockery of the market with grape prices ridiculous. The only path to a viable exploitation was to complete the Circle: to become a ""harvester"" again. He works 13 hectares of his own vineyards spread over 39 plots, all of them own. In the vineyards, limestone loam soils alternate on erosion slopes and red sandstone loam soils in Planes at an altitude of 600 m. Viticulture and elaborations based on observation, smallholdings, Multivarietalism (Tempranillo, Garnacha, Viura, Malvasía, Jaén Blanca, etc.), mass selection, altitude and two types of soil to achieve the wines that were drunk 40 years ago in the family home.",http://www.tentenublo.com,"CALLE MORAL ALTO 15, 01308, LANCIEGO",+34699236468,"Montjuïc, Pavilion 8, Level 0, Street A, Stand 171",,,,,,,,,,,,,,,,,,,,
TERRA.00,"Terra.00 was born in 2020 with the idea of making wine from grapes of the highest possible quality, with native yeasts and avoiding the use of products that do not come from the grape itself. Our vineyards are located around Vilalba dels Arcs (Terra Alta). We work with 1000-litre clay amphorae, using the idea of organic viticulture with a biodynamic orientation. We only work with the native varieties of the area such as White Grenache, Black Grenache and Morenillo.",https://terra00.com,"C/ Major, 12, 43782, Vilalba dels Arcs",,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 242",,,,,,,,,,,,,,,,,,,,
TERRA DE FALANIS BY ÀNIMA NEGRA,"Unique modern wines from local grapes for todays consumers; Mallorca, Montsant & DO Cava. You have to try them.",https://www.terradefalanis.com,679 314406,,"Montjuïc, Pavilion 8, Level 0, Street E, Stand 324",,,,,,,,,,,,,,,,,,,,
TERRA DE GARNATXES,,https://www.terradegarnatxes.info,"BALMES 423, 08022, BARCELONA , Spain",,"Montjuïc, Pavilion 8, Level 0, Street E, Stand 614",,,,,,,,,,,,,,,,,,,,
TERRA DEL PRIORAT,"PASSION Terra del Priorat was born from the conviction that great wines are not ""invented"", they are discovered: they were already written on the rocks, on the slopes of the slopes, in the silence of summer nights. Our job is simply to give them a voice. We chose to settle in Priorat because here the vineyard is not a simple agricultural plantation: it is landscape, memory and risk. Every metre of terrace, every vine that clings to llicorella or limestone, represents a conscious decision to bet on excellence and not on comfort. Our passion translates into precise and respectful viticulture, which accepts low yields in exchange for depth and authenticity in varieties that dialogue with the territory as mother tongues and that understand the climate and expand the aromatic and textural register, but above all in vinifications that seek transparency, letting each plot tell its story without unnecessary makeup. We invite you to meet us. Pepe Beltrán",http://www.terradelpriorat.com,"SANT ISIDRE 20, 43360, CORNUDELLA DE MONTSANT , Spain",+34 607 965 467,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 554",,,,,,,,,,,,,,,,,,,,
TERRA DE NINGÚ,"Small ARTISAN winery located in Solsonès, in no man's land. Toni Cuspinera has his own vineyards in PRIORAT and buys grapes from other parts of Catalonia (MONTSANT, TERRA ALTA, CONCA DE BARBERÁ, PENEDÉS). He produces natural wines with a classic and gastronomic profile, WITHOUT added SULPHITES and WITHOUT DEFECTS in the glass. It stands out for having older vintages: very fresh white wines and red wines with structure. His ancestral Xarello stands out for its elegance. He works in an ecological and biodynamic way without certification. He doen't want to certify in the deep belief that doing things well should not be the object of more work, greater cost, greater obligations, but quite the opposite.",,"MASIA TONICOLL ., 25286, PINELL DE SOLSONES , Spain",,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 348",,,,,,,,,,,,,,,,,,,,
TERRASELECTA,"At an altitude of 1,000 meters in the town of Atauta in Soria, there is a unique valley that, with only 4 km in length and 1 km in width, constitutes a true oenological and ethnographic gem. In this distinctive enclave, on the Sorian slope of the Ribera del Duero, DOMINIO DE ATAUTA literally hangs, aiming to reflect in its wines all the peculiarities that the Tinto Fino variety of PRE-PHYLLOXERA VINES, with over a century of age, is capable of offering. The tradition of a valley where its inhabitants have been making wine for centuries, the altitude that places it practically at the limit of grape cultivation, the extreme climate due to scarce rainfall and large temperature variations, and a wide variety of soils are the ingredients that make the Atauta Valley a truly unique land. Dominio de Atauta, in turn, belongs to the TERRASELECTA family group, with wineries in a selection of unique locations in 8 different denominations of origin (Ribera del Duero, Rioja, Rueda, Zamora, Rías Baixas, Monterrey, Tierra de Castilla, and Jerez).",http://www.terraselecta.com,648 084 128,,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 290",,,,,,,,,,,,,,,,,,,,
TERRAS GAUDA,"The Terras Gauda Group is made up of four wineries: Bodegas Terras Gauda, Viñedos y Bodegas Pittacum, Quinta Sardonia and Compañía de Vinos Heraclio Alfaro, as well as the vegetable cannery A Rosaleira. Its presence in four of the main wine-producing regions of our country establishes Terras Gauda as one of the leading winery groups in Spain. Geographical expansion is one of the pillars of the Group’s philosophy. The diversity and uniqueness of each region are respected, while experience and knowledge are shared and capitalised upon. The Group is present in more than 60 countries.",http://www.terrasgauda.com,"ESTRADA TUI A GUARDA, KM. 46, 36760, O ROSAL",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 423",Heraclio Alfaro,"Heraclio Alfaro is a wine that reflects the contemporary identity of the Rioja D.O.Ca., born from estate-owned vineyards located in Alfaro, in Rioja Oriental, where a Mediterranean climate with continental influence and stony soils bring character and uniqueness to the grapes. Made from traditional Rioja varieties, with Tempranillo as the backbone, it combines oenological precision with respect for its origin. On the nose, it is expressive and elegant, with aromas of ripe red and black fruit, spicy notes and subtle balsamic and mineral nuances. On the palate, it is balanced and enveloping, with fine tannins, good structure and acidity that provides freshness and length, leading to a persistent and harmonious finish. A gastronomic, modern wine that remains true to its territory, combining tradition and innovation and positioning itself as an authentic and versatile expression of the new Rioja.",Petit Pittacum,"Petit Pittacum is a red wine that offers an approachable and faithful expression of the Bierzo D.O., made from Mencía grapes grown on the region’s characteristic slopes and terraces, on slate and clay soils. A wine that reflects the Atlantic-continental character of Bierzo and the identity of its most emblematic grape variety. On the nose, it is fresh and expressive, with aromas of ripe red fruit, floral notes and subtle mineral nuances. On the palate, it is juicy and well balanced, with soft tannins, good acidity and an easy, enjoyable mouthfeel, leading to a clean and pleasant finish. A young, gastronomic and honest wine that combines freshness, typicity and respectful winemaking, positioning itself as a gateway to the Pittacum philosophy and to the great wines of Bierzo.",Terras Gauda,"Terras Gauda is an emblematic white wine from the Rías Baixas D.O. that faithfully expresses the Atlantic character of the O Rosal Valley. Made from a carefully selected blend of Albariño, Caíño Blanco and Loureiro, it comes from estate-owned vineyards located on gentle slopes with privileged orientation and granite soils, influenced by the proximity of the ocean. On the nose, it stands out for its aromatic intensity and complexity, with notes of white and citrus fruit, floral hints and herbal nuances characteristic of Loureiro. On the palate, it is broad, fresh and well balanced, with well-integrated acidity, notable structure and a long, persistent finish. A gastronomic, elegant and expressive wine that combines tradition, innovation and respect for the environment, and has established itself as one of the leading references among Spanish Atlantic white wines.",,,,,,,,,,,,,,
TERRAS MANCAS,"Adega Terras Mancas, located in the Miño Valley, in Soutomanco (Ourense), combines tradition, sustainability, and a passion for wine. Its 10 hectares of own vineyards, cultivated on terraces with Albariño, Treixadura, Godello, Loureira, Caiño Tinto, Garnacha Tintorera, and Sousón, reflect an extreme care for the Galician terroir. Its wines—fresh, elegant, and with great personality: Terras Mancas Blanco, Barrica, and Tinto—have been awarded Great Gold and Gold Medals at CINVE, Vinespaña, and Brussels. With a clear philosophy: the art of turning the simple into something extraordinary, the winery transforms each harvest into a unique experience, blending innovation and tradition in every bottle, managing to convey to the consumer the essence of the landscape, the history, and the passion of those who tend the vines with tenderness and dedication.",http://adegaterrasmancas.com,677435314,,"Montjuïc, Pavilion 8, Level 0, Street A, Stand 552",Terras Mancas 2024,"Es un vino plurivarietal que expresa la esencia del Valle del Miño. Elaborado con Albariño, Treixadura, Godello y Loureira de viñedos propios en terrazas, combina frescura, elegancia y complejidad. Destacan sus aromas cítricos y florales, reflejos dorados y un fondo herbáceo que refleja el terroir gallego. En boca es equilibrado, con acidez marcada, textura sedosa y un final persistente que invita a descubrir cada matiz. Reconocido por su calidad, encarna el arte de hacer de lo simple algo extraordinario, fusionando tradición y precisión en cada detalle. Un vino refinado, auténtico y memorable, ideal para quienes buscan excelencia y conexión con el origen en cada copa.",Terras Mancas Barrica 2024,"Un Albariño excepcional que combina frescura y complejidad gracias a su crianza en barrica. Elaborado con uvas de viñedos propios en terrazas del Valle del Miño, presenta aromas de fruta blanca madura, toques florales y ligeros matices tostados que aportan profundidad y estructura. En boca es elegante, con acidez equilibrada, cuerpo sedoso y un final persistente que refleja cuidado y precisión en cada detalle. Reconocido por su calidad, encarna el arte de hacer de lo simple algo extraordinario, fusionando tradición y modernidad en cada botella, ofreciendo una experiencia refinada y memorable para quienes valoran la excelencia en vinos blancos de alta expresión.",Terras Mancas Tinto 2024,"Vino joven y vibrante que refleja la riqueza del Valle del Miño, elaborado con Brancellao, Caiño Tinto, Sousón y otras variedades autóctonas de viñedos propios. Destaca por su frescura, intensidad aromática y notas de frutos rojos maduros, con sutiles matices herbáceos y un fondo mineral. En boca es equilibrado, con taninos suaves, estructura elegante y final persistente, ofreciendo una experiencia auténtica y placentera. Terras Mancas Tinto 2024 encarna el arte de hacer de lo simple algo extraordinario, combinando tradición y cuidado en cada cosecha, ideal para quienes buscan vinos de carácter, personalidad y conexión con su origen.",,,,,,,,,,,,,,
